Topic,Count,Name,Representation,Representative_Docs
188,52,188_safe_stay_thegreatkhalid_bois,"['safe', 'stay', 'thegreatkhalid', 'bois', 'protect', 'safetyfirst', 'cuidado', 'wizkhalifa', 'options', 'weho']","['stay safe, but not silent. blacklivesmatter', 'stay safe everyone icantbreathe', 'stay safe out there  blm']"
189,52,189_2020_year_42forever_bastilledan,"['2020', 'year', '42forever', 'bastilledan', 'stink', 'jackierobinsonday', 'publish', '2021', 'chadwickboseman', 'sake']","['@bastilledan i am one of your biggest fans, and it would be a dream come true if you let me publish my 2020 blm ve… https://t.co/eqxiymn3ry', '2020... you stink. chadwickboseman rip 42forever blackpanther blm jackierobinsonday 2020 ❤️⚾️☮️🎥🇺🇸 @ west lo… https://t.co/dsqdzerpas', '2020... you stink. chadwickboseman rip 42forever blackpanther blm jackierobinsonday 2020 ❤️⚾️☮️🎥🇺🇸 https://t.co/mdtgdccw4o']"
190,52,190_realdonaldtrump_bucksexton_foxnews_tin,"['realdonaldtrump', 'bucksexton', 'foxnews', 'tin', 'johnrobertsfox', 'psyche', 'oann', 'henrycavillsuperman', 'gotatvth7v', 'jackso']","['@bucksexton @realdonaldtrump blm https://t.co/r1og9gff6l', '@bucksexton @realdonaldtrump blm https://t.co/7fnstbtnru', '@bucksexton @realdonaldtrump blm https://t.co/whbfyaemcr']"
191,52,191_guard_national_nationalguard_deployed,"['guard', 'national', 'nationalguard', 'deployed', 'mall', 'nationalguards', 'valencia', 'guardsmen', 'myneighborhood', 'kekepalmer']","['reminder that the national guard was deployed on peaceful blm protestors.', 'the national guard showed up in santa monica during blm protests... and the protests were downtown...', 'but they can’t send the national guard in every city. blm blacklivesmatter']"
192,51,192_election_congress_nazi_brianangelle,"['election', 'congress', 'nazi', 'brianangelle', '1stbornamerican', 'jimdemint', 'grenell', 'president', 'voting', 'voters']","['madison cawthorn isn’t the only open nazi lover in congress. the republican party should be condemned for allowing… https://t.co/u5z1coayyx', '@brianangelle @1stbornamerican @jimdemint nope. these fucking nazis are going to make sure the voting lines are lon… https://t.co/h4atqlrr43', '@brianangelle @1stbornamerican @jimdemint this bill will also allow a white nazi republican to overrule a fulton co… https://t.co/ppjiwbnosd']"
193,51,193_hollywood_angeles_los_california,"['hollywood', 'angeles', 'los', 'california', 'usa', '07', 'celebrities', 'webldpwr', 'humans', 'haloween2020']","['share the love! 💕 blacklivesmatter blm hollywood @ los angeles/hollywood california https://t.co/inmwnrdi0p', 'los angeles x hollywood, ca | 06.07.20 blacklivesmatter\xa0@blmla @webldpwr https://t.co/0tylqg6dck', 'los angeles x hollywood, ca | 06.07.20 blacklivesmatter @blmla @webldpwr @yg https://t.co/e6uaqdfyco']"
194,51,194_park_joshua_pan_pacific,"['park', 'joshua', 'pan', 'pacific', 'tree', 'highland', 'parks', 'runyon', 'land', 'wilson']","['just posted a photo @ joshua tree blm land south https://t.co/lmspt4xpfj', 'just posted a photo @ joshua tree blm land south https://t.co/w2rswnpeb1', 'just posted a photo @ joshua tree blm land south https://t.co/toiybmptlk']"
195,51,195_cpac_symbol_eagle_stage,"['cpac', 'symbol', 'eagle', 'stage', 'swastika', 'rune', 'odal', 'symbols', 'shape', 'iconography']","['@dcexaminer @repgosar then again the cpac stage is one big nazi symbol. so...', '@reuters why is the media not covering the nazi iconography being used at cpac. look at the shape of the stage and then google odal rune.', 'the cpac stage is the shape of a nazi symbol often used to replace the swastika.']"
196,50,196_hernandez_kike_enrique_stache,"['hernandez', 'kike', 'enrique', 'stache', 'thoooooo', 'gooooooo', 'gododgers', 'nl', 'nickname', 'mvp']","['kike hernandez', 'kike hernandez!! 💣', 'kike hernandez']"
197,50,197_episode_thebreathingroom_guest_podcast,"['episode', 'thebreathingroom', 'guest', 'podcast', 'luxxkjr', 'special', '37', 'thejohnnycrown', 'djolgat', 'dun']","['thebreathingroom \nepisode 37 part ✌🏿\n\nguest lil l @luxxkjr \nbompton\n//\nblacklivesmatter \nnextnarrative… https://t.co/j8m6kqor93', 'thebreathingroom\n\nepisode 37 part three\nguest lil l @luxxkjr \n//\nblacklivesmatter \nbreonnataylor \ngeorgefloyd… https://t.co/zjhqlpk3za', 'thebreathingroom \n\nepisode 37 // part☝🏿\nguest lil l @luxxkjr \nbompton \n.\n.\nblacklivesmatter \nhiphop… https://t.co/knmbmtn4mc']"
198,50,198_trump_eric_lives_matter,"['trump', 'eric', 'lives', 'matter', 'ventilators', 'spouted', 'baseless', 'flashback', 'president', 'saben']","['@lahuellasv @nayibbukele conciencia esos burros no saben que es eso señor presidente ellos saben de maletines negros y de matar gente', 'trump\xa0spouted baseless conspiracy theories and attacked black lives matter demonstrators as “anarchists” while cast… https://t.co/hrvt3xeoro', 'trump\xa0spouted baseless conspiracy theories and attacked black lives matter demonstrators as “anarchists” while cast… https://t.co/dbwt9lvd1n']"
199,50,199_santa_monica_santamonica_ana,"['santa', 'monica', 'santamonica', 'ana', 'clarita', 'protest', 'montana', 'santamonicaprotest', 'peaceful', 'конечная']","['blacklivesmatter protests all around santa monica yesterday including a march from the venice pier to the santa mo… https://t.co/as2kkn3p6z', 'peaceful protest in santa monica\nblacklivesmatter @ santa monica, california https://t.co/lleb0lp4lb', 'happy to see everyone marching in santa monica today 🙌 blm']"
200,49,200_coronavirus_chinesevirus_chinavirus_chinaliedpeopledied,"['coronavirus', 'chinesevirus', 'chinavirus', 'chinaliedpeopledied', 'covid_19', 'corona', 'qanon', 'covid19', 'coronavirusoutbreak', 'covid2019']","['coronavirus corona coronavirusupdate chinesevirus coronavirusoutbreak https://t.co/wcrmdw1gvu', 'qanon qanon thegreatawakening coronavirus covid_19 covid19 chinavirus chinesevirus lovethyneighbor… https://t.co/moyjjaolcj', '@cnbc chinesevirus coronavirus it is the truth']"
201,49,201_convict_destroyed_cities_organization,"['convict', 'destroyed', 'cities', 'organization', 'meidastouch', 'american', 'many', 'antifa', 'burne', 'burned']","['@meidastouch convict the black lives matter organization and antifa, they have destroyed many american cities, burn… https://t.co/ynbdh8b9el', '@meidastouch convict the black lives matter organization and antifa, they have destroyed many american cities, burn… https://t.co/xtwzhpojur', '@meidastouch convict the black lives matter organization and antifa, they have destroyed many american cities, burn… https://t.co/kmzq1hncbv']"
202,49,202_bling_wow_fuck_hahahahahahahahaha,"['bling', 'wow', 'fuck', 'hahahahahahahahaha', 'ketamine', 'knob', 'woooooow', 'yup', 'babes', 'magaterrorism']","['bet the blm shit 15k vc like the durags', 'the line about blm and starting a riot . pen game is astronomical babes 🙌🏾', 'jigga i don’t like it if it don’t bling bling']"
203,49,203_trump_obama_racist_racism,"['trump', 'obama', 'racist', 'racism', 'xenophobia', 'donald', 'latinos', 'ask', 'discuss', 'supports']","[""the brookings institue data indicate  that racism, sexism, and xenophobia are factors that drove trump's 2016  camp… https://t.co/x3qngtadlg"", 'coño su trump hubiese dicho esto! no joda queman el país entero jeje. se imaginan a trump diciendo que los negros y… https://t.co/zte49ndyoh', 'barack obama prévoit de s’exprimer dans 3h sur la question raciale  en amérique et le meurtre de georgefloyd perpé… https://t.co/7qn8abvlne']"
204,48,204_august_months_days_since,"['august', 'months', 'days', 'since', 'arrest', 'september', 'good', 'day', 'murdered', 'today']","[""today is monday, august 24th. 5 months and 11 days since breonnataylor was murdered.\n\nit's a good day to arrest th… https://t.co/gm5fuujsrs"", ""today is thursday, august 6th. 4 months, 24 days since breonnataylor was murdered.\n\nit's a good day to arrest the… https://t.co/cj7819ck97"", ""today is wednesday, august 19th. 5 months and 6 days since breonnataylor was murdered.\n\nit's a good day to arrest… https://t.co/5k7bqijotv""]"
205,48,205_petitions_signing_sign_petition,"['petitions', 'signing', 'sign', 'petition', 'thread', 'vda6myilmq', 'link', 'action', 'signed', 'takes']","['another thread of petitions to sign. blm', 'where are some petitions that i can sign for blacklivesmatter ????', 'petitions to sign. blacklivesmatter']"
206,48,206_juneteenth_juneteenth2020_happy_holiday,"['juneteenth', 'juneteenth2020', 'happy', 'holiday', 'juneteenthday', '1865', 'endofslavery', 'freedomday', 'national', 'pies']","['second thing i see on juneteenth. happy juneteenth! next step is an arrest and conviction. blacklivesmatter', 'happy juneteenth! ✊🏽 blacklivesmatter', 'happy juneteenth to all! blm']"
207,48,207_jesus_christians_christian_christianity,"['jesus', 'christians', 'christian', 'christianity', 'religious', 'sin', 'religion', 'walker', 'christ', 'hates']","['@___safa93 @africantgyal @_dilz1 cause by christian standards hitler in his dying moments could say he takes jesus… https://t.co/8hsekvhjs4', 'jesus life matters jlm blm wlm alllivesmatter jesus comes first!', 'christian walker hates blm so much but it’s literally allllllllllll he talks about 😭😂😂😂 jesus can you say obsessed.']"
208,47,208_blackouttuesday_blackoutday2020_justiceforgeorgefloyd_theshowmustbepaused,"['blackouttuesday', 'blackoutday2020', 'justiceforgeorgefloyd', 'theshowmustbepaused', 'lights', 'shine', 'blackout', 'blackoutday', 'neighborhood', 'nojusticenopeace']","['blacklivesmatter blm \n\nblackouttuesday blackoutday2020 theshowmustbepaused georgefloyd justiceforgeorgefloyd… https://t.co/rljmsn3izk', 'blackouttuesday blackoutday2020 theshowmustbepaused georgefloyd justiceforgeorgefloyd justiceforbreonnataylor… https://t.co/gxabvyeueq', 'blackouttuesday blackoutday2020 theshowmustbepaused nojusticenopeace georgefloyd justiceforgeorgefloyd… https://t.co/ai6wquhjmj']"
209,47,209_photos_images_scenes_pictures,"['photos', 'images', 'scenes', 'pictures', 'protest', 'pics', 'from', 'yesterday', 'raulroa', 'johnarandia']","['a couple more black and white photos from yesterday’s dtla blm protest https://t.co/9jyhewcgnx', 'thank you so much @raulroa for capturing these photos at the laguna niguel blm protest on may 3rd.', 'thank you so much @raulroa for capturing these photos at the laguna niguel blm protest on may 3rd.']"
210,46,210_derek_chauvin_pack_smokin,"['derek', 'chauvin', 'pack', 'smokin', '0hayunyvij', 'restr', '9zupmrugsa', 'romanp11', 'wehttamdoowkram', 'baldassles']","['derek chauvin next!', 'fuck you derek chauvin', 'fuck derek chauvin']"
211,46,211_armenian_armenia_azerbaijan_armeniansforblacklives,"['armenian', 'armenia', 'azerbaijan', 'armeniansforblacklives', 'armenians', 'stopaliyev', 'turkey', 'turkeyoutofnato', 'azeri', 'peaceforarmenians']","['azerbaijan mod is tweeting about its president aliyev taking armenia the same way hitler took alsace and lorraine… https://t.co/hfaqf8m5ca', 'lgbtq 🏳️\u200d🌈 community, blm community\nartsakh is under attack from turkey and azerbaijan. it’s an armenian historical… https://t.co/daolcer9f0', 'diversity is azerbaijan.  anti-semitism is armenia. stoparmenianoccupation stoparmenianaggression https://t.co/m2zowzrqne']"
212,46,212_defund_police_brutality_lives,"['defund', 'police', 'brutality', 'lives', 'matter', 'toutes', 'black', 'prosecutors', 'boogaloo', 'silver']","['veau mer lait pue the, le black lives matter c’est pour toutes les minorités toutes victimes de violences policière… https://t.co/gvf9wriaia', 'good point wayne.  how can black lives matter when they want to defund police?  more black lives will be lost.', 'black lives matter\ntrans lives matter\nvote trump out\ndefund the police\nend police brutality\nend systemic racism\nfuc… https://t.co/k32j2nlgr6']"
213,46,213_statue_statues_vandalized_monument,"['statue', 'statues', 'vandalized', 'monument', 'bristol', 'reid', 'council', 'jen', 'removed', 'lefties']","['booooooooo\n\n the bristol statue of blm protester jen reid has been removed by the council after 24 hours  https://t.co/zs7q99zp5l', 'nice‼️ the bristol statue of blm protester jen reid has been removed by the council after 24 hours  https://t.co/oitrylwk9b', 'the bristol statue of blm protester jen reid has been removed by the council after 24 hours  https://t.co/onhhk809ct']"
214,45,214_posts_posting_stories_friends,"['posts', 'posting', 'stories', 'friends', 'age', 'post', 'shy', 'feed', 'socials', 'popping']","['i feel like blocking everyone who posts “all lives matter”\n\npls delete yourself. blm ✊🏾', 'the way blm posts stopped popping up like it was a trend... keep it going blacklivesmatter', 'said 80yr old great aunt has loved all the blm posts and even posts her own, just so you know']"
215,45,215_guilty_found_derek_chauvin,"['guilty', 'found', 'derek', 'chauvin', 'counts', 'charges', 'three', 'yay', 'gulty', 'breaking']","['derek chauvin has been found guilty on all three counts of murder!', 'derek chauvin guilty 👏🏾', 'guilty!!!! derek chauvin']"
216,45,216_owner_she_slaves_kamala,"['owner', 'she', 'slaves', 'kamala', 'her', 'descendant', 'descended', 'jamaica', 'harris', 'siemprees1959']","['@senkamalaharris kamala harris is a descendant of an infamous, irish slave owner hamilton brown who had roots in ja… https://t.co/l2gavwckdz', ""kamala harris' great-great-great grandfather was hamilton brown, a prominent slave plantation owner in jamaica. just saying."", '@kamalaharris your fathers owned slaves!! you  are evil.  kamala harris is a descendant of an infamous, slave owner… https://t.co/yag60xnk3t']"
217,45,217_masks_wore_mask_wearing,"['masks', 'wore', 'mask', 'wearing', 'wear', 'marches', 'protesters', 'lines', 'safety', 'pandemic']","['@motherjones i participated in a blm march and protest. \n\nit was outside. \n\nall protesters around me wore masks. i… https://t.co/2k8ws2kwhx', '@3sidedstory @gavinnewsom but a large majority of the blm protesters wore masks, were protesting outside, and were… https://t.co/mmmtymorcq', 'because blm marches are filled with smart people all wearing masks. that’s why.']"
218,45,218_endwhitesupremacy_endwhiteprivilege_enoughisenough_endpolicebrutality,"['endwhitesupremacy', 'endwhiteprivilege', 'enoughisenough', 'endpolicebrutality', 'stoppolicebrutality', 'nojusticenopeace', 'endqi', 'klbknews', 'endqualifiedimmunitynow', 'endracialprofiling']","['@y0ungheisenburg enoughisenough endwhiteprivilege blacklivesmatter endwhitesupremacy', 'endwhitesupremacy blacklivesmatter', '👇enoughisenough endwhitesupremacy blacklivesmatter']"
219,45,219_cosgrove_jonathan_mattingly_hankison,"['cosgrove', 'jonathan', 'mattingly', 'hankison', 'myles', 'brett', 'murder', 'arrest', 'breonnataylor', 'amp']","['arrest brett hankison, jonathan mattingly &amp; myles cosgrove for the murder of breonnataylor', 'arrest brett hankison, jonathan mattingly &amp; myles cosgrove for the murder of breonnataylor', 'arrest brett hankison, jonathan mattingly &amp; myles cosgrove for the murder of breonnataylor']"
220,44,220_taylor_breonna_assasinated_theatrics,"['taylor', 'breonna', 'assasinated', 'theatrics', 'paste', 'yesss', 'announcement', 'copy', 'harder', 'hat']","['breonna taylor', 'breonna taylor', 'breonna taylor']"
221,44,221_racist_unlawful_matter_lives,"['racist', 'unlawful', 'matter', 'lives', 'black', 'tomarse', 'inconstitucional', 'watchchad', 'proactively', 'dar']","['black lives matter is racist.', 'black lives matter is racist.', 'black lives matter is racist.']"
222,44,222_he_his_racist_lamp,"['he', 'his', 'racist', 'lamp', 'jemelehill', 'darkies', 'racism', 'anti', 'cares', 'antiblack']","['@geektify i doubt he cares. he only cares about monetizing white acceptance. us darkies don’t matter.', '@jemelehill he’s not the magical negro called out from his lamp to fix america’s pandemic of racism. y’all disrespe… https://t.co/lg4ktezfd1', '@jemelehill he’s not the magical negro called out from his lamp to fox america’s screw up. y’all disrespected that… https://t.co/b8ga4tbhiz']"
